,scenario,replication,risk_aversion,wealth,ra_bounds
331,Mixed Low,2,0.22635978733902762,8813.564239576977,"[0.0, 0.5]"
332,Mixed Low,2,0.27576563525019704,-25184.85694471927,"[0.0, 0.5]"
333,Mixed Low,2,0.269272090776127,21965.347438446064,"[0.0, 0.5]"
334,Mixed Low,2,0.29903207245589813,18862.65613482741,"[0.0, 0.5]"
335,Mixed Low,2,0.29322492174472425,-656.4519772106723,"[0.0, 0.5]"
336,Mixed Low,2,0.27201491350569196,6695.057927311893,"[0.0, 0.5]"
337,Mixed Low,2,0.29507494899845055,506.78252100222676,"[0.0, 0.5]"
338,Mixed Low,2,0.17445635617147093,-13187.52867783951,"[0.0, 0.5]"
339,Mixed Low,2,0.1417582709838504,28972.078347736806,"[0.0, 0.5]"
340,Mixed Low,2,0.09428597849898523,12773.97965358193,"[0.0, 0.5]"
341,Mixed Low,2,0.24855687659454717,-13224.493369876449,"[0.0, 0.5]"
342,Mixed Low,2,0.32986218754844987,14789.89598231556,"[0.0, 0.5]"
343,Mixed Low,2,0.2976042292263782,4037.6877194376866,"[0.0, 0.5]"
344,Mixed Low,2,0.27111524951232224,697.4354611740273,"[0.0, 0.5]"
345,Mixed Low,2,0.28858611763829034,9134.175331690923,"[0.0, 0.5]"
346,Mixed Low,2,0.15922527378455098,13399.91124853387,"[0.0, 0.5]"
347,Mixed Low,2,0.19525674538755455,-20704.86678279073,"[0.0, 0.5]"
348,Mixed Low,2,0.15343205406107463,4035.8180126243515,"[0.0, 0.5]"
349,Mixed Low,2,0.22991140269964672,3644.323094392603,"[0.0, 0.5]"
350,Mixed Low,2,0.22572290291800523,-21210.0048700817,"[0.0, 0.5]"
351,Mixed Low,2,0.2289087064805253,-4183.716660853155,"[0.0, 0.5]"
352,Mixed Low,2,0.24981706651122293,7564.134168843755,"[0.0, 0.5]"
353,Mixed Low,2,0.37106028762330256,-29882.86529697304,"[0.0, 0.5]"
354,Mixed Low,2,0.35024107761202405,8612.241651373306,"[0.0, 0.5]"
355,Mixed Low,2,0.2207791516969152,-34699.108931481744,"[0.0, 0.5]"
356,Mixed Low,2,0.20829761753274723,-11984.960881561345,"[0.0, 0.5]"
357,Mixed Low,2,0.2366540896955206,-14251.122907362975,"[0.0, 0.5]"
358,Mixed Low,2,0.22690330891494392,-3828.4484251623135,"[0.0, 0.5]"
359,Mixed Low,2,0.23437729964254672,-12567.628106639328,"[0.0, 0.5]"
360,Mixed Low,2,0.4669836187160673,3728.4170094820674,"[0.0, 0.5]"
361,Mixed Low,2,0.38278666985504084,16053.825072937318,"[0.0, 0.5]"
362,Mixed Low,2,0.35411123487821816,39250.78284735141,"[0.0, 0.5]"
363,Mixed Low,2,0.23816094787580733,45830.002899416715,"[0.0, 0.5]"
364,Mixed Low,2,0.2331609010719916,11811.761425298597,"[0.0, 0.5]"
365,Mixed Low,2,0.25323059115937996,-1793.132837467856,"[0.0, 0.5]"
366,Mixed Low,2,0.28206349406529807,11810.12164279012,"[0.0, 0.5]"
367,Mixed Low,2,0.4320321739140902,-4831.226444838668,"[0.0, 0.5]"
368,Mixed Low,2,0.47644829376686615,37536.140907949266,"[0.0, 0.5]"
369,Mixed Low,2,0.4183775694499554,38173.05868495507,"[0.0, 0.5]"
370,Mixed Low,2,0.3685090015451584,-41145.40909959904,"[0.0, 0.5]"
371,Mixed Low,2,0.1359676902903657,-33773.52966931804,"[0.0, 0.5]"
372,Mixed Low,2,0.20825238499296916,-7329.206892025715,"[0.0, 0.5]"
373,Mixed Low,2,0.2590230764665975,3249.6461447982756,"[0.0, 0.5]"
374,Mixed Low,2,0.31317538561449965,-23629.649071205567,"[0.0, 0.5]"
375,Mixed Low,2,0.4647655856970513,41656.90384298409,"[0.0, 0.5]"
376,Mixed Low,2,0.38256222015385744,32982.978308750855,"[0.0, 0.5]"
377,Mixed Low,2,0.12737609986606413,26506.09234496652,"[0.0, 0.5]"
378,Mixed Low,2,0.07639419820226212,22885.65737677207,"[0.0, 0.5]"
379,Mixed Low,2,0.1456361208916569,15075.128420248935,"[0.0, 0.5]"
380,Mixed Low,2,0.23876384927487382,-41422.996910566304,"[0.0, 0.5]"
381,Mixed Low,2,0.2591068379255931,5712.0233957981845,"[0.0, 0.5]"
382,Mixed Low,2,0.38792292267709305,-1036.7066255834175,"[0.0, 0.5]"
383,Mixed Low,2,0.41255812484395404,2029.6933357210364,"[0.0, 0.5]"
384,Balanced,0,0.5448313498808748,3672.2807612665965,"[0.2, 0.8]"
385,Balanced,0,0.5159802682248189,-2960.6608749707216,"[0.2, 0.8]"
386,Balanced,0,0.40267536948629734,-1526.538843072928,"[0.2, 0.8]"
387,Balanced,0,0.38295078762986423,-9727.057449254358,"[0.2, 0.8]"
388,Balanced,0,0.3611182420348693,23517.81515719497,"[0.2, 0.8]"
389,Balanced,0,0.39779132393113703,19864.53484116033,"[0.2, 0.8]"
390,Balanced,0,0.467811124839311,-9515.419108057595,"[0.2, 0.8]"
391,Balanced,0,0.5341822770346598,-30397.222680554598,"[0.2, 0.8]"
392,Balanced,0,0.4666498332214343,7844.964867372788,"[0.2, 0.8]"
393,Balanced,0,0.5536756356596921,-19892.736164342867,"[0.2, 0.8]"
394,Balanced,0,0.38453577146691886,-20839.47588202481,"[0.2, 0.8]"
395,Balanced,0,0.4010057330521568,15383.33630347498,"[0.2, 0.8]"
396,Balanced,0,0.3767355750328497,-24084.749357172714,"[0.2, 0.8]"
397,Balanced,0,0.39270719845385016,2552.265809813107,"[0.2, 0.8]"
398,Balanced,0,0.40218161659722096,20160.450967801866,"[0.2, 0.8]"
399,Balanced,0,0.46696256134172986,11616.62664999334,"[0.2, 0.8]"
400,Balanced,0,0.4356711077287819,-17386.832481705074,"[0.2, 0.8]"
401,Balanced,0,0.42681108313012384,3945.8601283824105,"[0.2, 0.8]"
402,Balanced,0,0.4200407849091822,5751.685257141653,"[0.2, 0.8]"
403,Balanced,0,0.47043051180752904,-44103.48079496578,"[0.2, 0.8]"
404,Balanced,0,0.475577031058917,-63429.01568876904,"[0.2, 0.8]"
405,Balanced,0,0.3945702138031669,-54706.33699572927,"[0.2, 0.8]"
406,Balanced,0,0.4012726084333508,-14706.920477810098,"[0.2, 0.8]"
407,Balanced,0,0.4588968711902546,-83998.26569012663,"[0.2, 0.8]"
408,Balanced,0,0.4479886538889396,36519.938846264355,"[0.2, 0.8]"
409,Balanced,0,0.41229497017959293,55624.70606951072,"[0.2, 0.8]"
410,Balanced,0,0.529866314109648,-22410.954484398262,"[0.2, 0.8]"
411,Balanced,0,0.48558769394368373,25659.703414032658,"[0.2, 0.8]"
412,Balanced,0,0.48872687660246394,13096.549791398229,"[0.2, 0.8]"
413,Balanced,0,0.4087457452486085,15823.059133424773,"[0.2, 0.8]"
414,Balanced,0,0.4080055836149965,-8656.131365030618,"[0.2, 0.8]"
415,Balanced,0,0.43883667202430887,46804.6203669392,"[0.2, 0.8]"
416,Balanced,0,0.4136037595628632,29257.80786519899,"[0.2, 0.8]"
417,Balanced,0,0.39941780841776875,9499.074505103126,"[0.2, 0.8]"
418,Balanced,0,0.3823577446947263,-3770.5719592955866,"[0.2, 0.8]"
419,Balanced,0,0.4552520544991854,-14570.87421493599,"[0.2, 0.8]"
420,Balanced,0,0.4560517217506641,-10917.918616710027,"[0.2, 0.8]"
421,Balanced,0,0.3264158633382942,21321.346240294373,"[0.2, 0.8]"
422,Balanced,0,0.3841134402818125,-28046.27320729391,"[0.2, 0.8]"
423,Balanced,0,0.41505919856783424,29007.798859110335,"[0.2, 0.8]"
424,Balanced,0,0.5851592485586652,-7995.317210379086,"[0.2, 0.8]"
425,Balanced,0,0.02578133084369638,7763.279614640503,"[0.2, 0.8]"
426,Balanced,0,0.3214274867798236,1493.3643034065171,"[0.2, 0.8]"
427,Balanced,0,0.3853236677319193,14030.428498288356,"[0.2, 0.8]"
428,Balanced,0,0.3971405094599657,-13196.120019862545,"[0.2, 0.8]"
429,Balanced,0,0.34338113514628954,-5256.641110410739,"[0.2, 0.8]"
430,Balanced,0,0.26957467087524545,38713.171753021044,"[0.2, 0.8]"
431,Balanced,0,0.31254243935174064,-31750.01661836024,"[0.2, 0.8]"
432,Balanced,0,0.6847709303598852,38201.4827896913,"[0.2, 0.8]"
433,Balanced,0,0.2559771526858262,24130.391102871596,"[0.2, 0.8]"
434,Balanced,0,0.34085624168316,12588.257335833132,"[0.2, 0.8]"
435,Balanced,0,0.38466059900143934,125.22354989887663,"[0.2, 0.8]"
436,Balanced,0,0.3555132813039421,12871.631456555377,"[0.2, 0.8]"
437,Balanced,0,0.35989089147412756,-24803.06966798337,"[0.2, 0.8]"
438,Balanced,0,0.24123692669325647,-5554.519455940739,"[0.2, 0.8]"
439,Balanced,0,0.2144125248656542,-8413.25416319017,"[0.2, 0.8]"
440,Balanced,0,0.6818932749397945,18008.34198380868,"[0.2, 0.8]"
441,Balanced,0,0.4184848929679822,-26914.818789125547,"[0.2, 0.8]"
442,Balanced,0,0.4386296884582396,-3786.170451796541,"[0.2, 0.8]"
443,Balanced,0,0.3735943448234861,21877.107171448923,"[0.2, 0.8]"
444,Balanced,0,0.3645763964380617,1635.327066112989,"[0.2, 0.8]"
445,Balanced,0,0.3910750046419431,6897.191711530253,"[0.2, 0.8]"
446,Balanced,0,0.49037228228868734,37832.8884741122,"[0.2, 0.8]"
447,Balanced,0,0.5788667961267789,-19775.148822842344,"[0.2, 0.8]"
448,Balanced,1,0.3425892435970822,-14723.92325084914,"[0.2, 0.8]"
449,Balanced,1,0.3858330279963841,17931.98739791171,"[0.2, 0.8]"
450,Balanced,1,0.4610381266762935,-66594.72491796788,"[0.2, 0.8]"
451,Balanced,1,0.46039499185016286,-52329.14905466941,"[0.2, 0.8]"
452,Balanced,1,0.46466538991410977,-22414.163135621304,"[0.2, 0.8]"
453,Balanced,1,0.3526796173445568,-16650.394227096473,"[0.2, 0.8]"
454,Balanced,1,0.37543726166719604,-2016.217895850187,"[0.2, 0.8]"
455,Balanced,1,0.37627738786825415,-9623.060092940155,"[0.2, 0.8]"
456,Balanced,1,0.44845935958924443,-18624.1006031084,"[0.2, 0.8]"
457,Balanced,1,0.4124765185700979,-7464.5966851874255,"[0.2, 0.8]"
458,Balanced,1,0.44609316555290435,22988.43160522687,"[0.2, 0.8]"
459,Balanced,1,0.4544859890395798,11386.804692310521,"[0.2, 0.8]"
460,Balanced,1,0.4704464550643396,46367.98198991533,"[0.2, 0.8]"
461,Balanced,1,0.2903610627345502,34899.55323710812,"[0.2, 0.8]"
462,Balanced,1,0.3187848672094441,29428.496935994175,"[0.2, 0.8]"
463,Balanced,1,0.3765942972233528,14488.690693756478,"[0.2, 0.8]"
464,Balanced,1,0.4901051404501413,-1174.9958724708267,"[0.2, 0.8]"
465,Balanced,1,0.3934135421702284,9867.171903419383,"[0.2, 0.8]"
466,Balanced,1,0.3894708747886827,7404.065971465841,"[0.2, 0.8]"
467,Balanced,1,0.4338553412686612,38158.722460873694,"[0.2, 0.8]"
468,Balanced,1,0.40071101640981444,21703.03432137909,"[0.2, 0.8]"
469,Balanced,1,0.2593862491391924,-14851.825589586428,"[0.2, 0.8]"
470,Balanced,1,0.27595120399679407,31580.537466722835,"[0.2, 0.8]"
471,Balanced,1,0.4935954717626625,-45592.31425243668,"[0.2, 0.8]"
472,Balanced,1,0.4809887077465582,-47417.58012528898,"[0.2, 0.8]"
473,Balanced,1,0.4234516328565364,-19090.572879915988,"[0.2, 0.8]"
474,Balanced,1,0.4002600359700115,7914.321571387401,"[0.2, 0.8]"
475,Balanced,1,0.4356567973934756,17079.125057432924,"[0.2, 0.8]"
476,Balanced,1,0.28137382549519363,-17534.37553828802,"[0.2, 0.8]"
477,Balanced,1,0.4395846146493182,2831.5902920628287,"[0.2, 0.8]"
478,Balanced,1,0.6172119456184004,-15022.864026835545,"[0.2, 0.8]"
479,Balanced,1,0.615190409205119,-27641.117249666244,"[0.2, 0.8]"
480,Balanced,1,0.6106556833983815,-6478.046485755336,"[0.2, 0.8]"
481,Balanced,1,0.5370693938728383,-8752.48496465628,"[0.2, 0.8]"
482,Balanced,1,0.544048237017504,-31796.08005335227,"[0.2, 0.8]"
483,Balanced,1,0.4782653093288227,44331.99264724149,"[0.2, 0.8]"
484,Balanced,1,0.33844477629049874,-75523.6858707517,"[0.2, 0.8]"
485,Balanced,1,0.3406845457191574,-43324.72890469764,"[0.2, 0.8]"
486,Balanced,1,0.27926420343329794,69.23932626607711,"[0.2, 0.8]"
487,Balanced,1,0.5830154572486881,39019.50673952645,"[0.2, 0.8]"
488,Balanced,1,0.6806197746311902,46017.45735907131,"[0.2, 0.8]"
489,Balanced,1,0.5636459999619138,-8506.084739453041,"[0.2, 0.8]"
490,Balanced,1,0.5118630825078225,44061.18539698804,"[0.2, 0.8]"
491,Balanced,1,0.4632517688434721,-30562.889248182237,"[0.2, 0.8]"
492,Balanced,1,0.44914895308456837,-8826.88552020074,"[0.2, 0.8]"
493,Balanced,1,0.17305975594789058,15126.73881034361,"[0.2, 0.8]"
494,Balanced,1,0.12972526650706795,49657.8855782273,"[0.2, 0.8]"
495,Balanced,1,0.6605230056190206,30499.42812508768,"[0.2, 0.8]"
496,Balanced,1,0.4162093378289653,56425.96963445611,"[0.2, 0.8]"
497,Balanced,1,0.37649312531953283,-24391.19768427455,"[0.2, 0.8]"
498,Balanced,1,0.4517524045111232,18727.662278012875,"[0.2, 0.8]"
499,Balanced,1,0.46241906439424096,-17218.553622520252,"[0.2, 0.8]"
500,Balanced,1,0.4536635564230659,-83757.61699077928,"[0.2, 0.8]"
501,Balanced,1,0.4129637919635395,-1063.8605080729328,"[0.2, 0.8]"
502,Balanced,1,0.3748730589618041,-41058.77936468681,"[0.2, 0.8]"
503,Balanced,1,0.46626408274438136,-620.1197542104637,"[0.2, 0.8]"
504,Balanced,1,0.3639291762320114,21105.867656749713,"[0.2, 0.8]"
505,Balanced,1,0.3538480159422115,24584.604624252046,"[0.2, 0.8]"
506,Balanced,1,0.46693104374101746,-16381.801265438233,"[0.2, 0.8]"
507,Balanced,1,0.4631631259428316,57871.20462450381,"[0.2, 0.8]"
508,Balanced,1,0.4695760372861334,29648.726304990472,"[0.2, 0.8]"
509,Balanced,1,0.44817555208381965,18475.180373029303,"[0.2, 0.8]"
510,Balanced,1,0.4122919269881632,-1717.8059830493758,"[0.2, 0.8]"
511,Balanced,1,0.3511389412406668,-10906.56871784553,"[0.2, 0.8]"
512,Balanced,2,0.3184584050675836,5376.8711197304865,"[0.2, 0.8]"
513,Balanced,2,0.3318126486815416,-51640.75657591337,"[0.2, 0.8]"
514,Balanced,2,0.3736345281517238,8680.299038231606,"[0.2, 0.8]"
515,Balanced,2,0.5478153138145646,2028.337366012318,"[0.2, 0.8]"
516,Balanced,2,0.5711035089964049,15824.047408993778,"[0.2, 0.8]"
517,Balanced,2,0.5222120776324871,25557.961415119935,"[0.2, 0.8]"
518,Balanced,2,0.4388539681328504,12761.155150545403,"[0.2, 0.8]"
519,Balanced,2,0.3610084758958284,-10673.197828659424,"[0.2, 0.8]"
520,Balanced,2,0.2909057143277487,-8325.907089860955,"[0.2, 0.8]"
521,Balanced,2,0.31856757777598554,-137.82080662462977,"[0.2, 0.8]"
522,Balanced,2,0.368419743172542,-17571.372998155843,"[0.2, 0.8]"
523,Balanced,2,0.49418882033224687,-14430.296189515835,"[0.2, 0.8]"
524,Balanced,2,0.4304070365914876,8099.603308780918,"[0.2, 0.8]"
525,Balanced,2,0.5033185924159116,-35482.68953056577,"[0.2, 0.8]"
526,Balanced,2,0.36346496442880993,-10132.122831636843,"[0.2, 0.8]"
527,Balanced,2,0.31157085629993897,-29579.8275515196,"[0.2, 0.8]"
528,Balanced,2,0.285652139093575,11606.815887799836,"[0.2, 0.8]"
529,Balanced,2,0.44372636617225003,-24618.741444503066,"[0.2, 0.8]"
530,Balanced,2,0.5652359526532296,-22343.38443170212,"[0.2, 0.8]"
531,Balanced,2,0.4881149227875785,14769.868517399795,"[0.2, 0.8]"
532,Balanced,2,0.2864660634009746,22739.8975859411,"[0.2, 0.8]"
533,Balanced,2,0.18654507412835286,10382.180810047488,"[0.2, 0.8]"
534,Balanced,2,0.3525433165488604,19344.6321344111,"[0.2, 0.8]"
535,Balanced,2,0.3457149094924512,836.1133869613722,"[0.2, 0.8]"
536,Balanced,2,0.2914775247032211,-28750.81484548864,"[0.2, 0.8]"
537,Balanced,2,0.5579609916492239,37830.958877482786,"[0.2, 0.8]"
538,Balanced,2,0.591504493413652,18493.069703702466,"[0.2, 0.8]"
539,Balanced,2,0.5009459778125642,30740.639368507294,"[0.2, 0.8]"
540,Balanced,2,0.08057125712205904,7747.236538774567,"[0.2, 0.8]"
541,Balanced,2,0.11043821036317492,-2753.4116878065547,"[0.2, 0.8]"
542,Balanced,2,0.20803482446837096,7346.5554763519585,"[0.2, 0.8]"
543,Balanced,2,0.3010258365738733,23006.790905456583,"[0.2, 0.8]"
544,Balanced,2,0.3593657701131141,15707.347923199966,"[0.2, 0.8]"
545,Balanced,2,0.25846847186135546,6702.838592541849,"[0.2, 0.8]"
546,Balanced,2,0.37211991600648997,-10564.044563091826,"[0.2, 0.8]"
547,Balanced,2,0.5136836483570395,10101.791029337299,"[0.2, 0.8]"
548,Balanced,2,0.14517158225813365,7676.925107035736,"[0.2, 0.8]"
549,Balanced,2,0.164252417325082,16979.564274444885,"[0.2, 0.8]"
550,Balanced,2,0.2684160986719303,-12243.543161936352,"[0.2, 0.8]"
551,Balanced,2,0.3734771124462104,4391.562497859542,"[0.2, 0.8]"
552,Balanced,2,0.2644071197448912,8656.93920406984,"[0.2, 0.8]"
553,Balanced,2,0.41633477865194335,-26195.35570749898,"[0.2, 0.8]"
554,Balanced,2,0.5403688403766493,-169.42759365589882,"[0.2, 0.8]"
555,Balanced,2,0.554166485048535,-9991.90614721895,"[0.2, 0.8]"
556,Balanced,2,0.6736908831167515,4753.410177352384,"[0.2, 0.8]"
557,Balanced,2,0.3365403976399489,25968.56786423907,"[0.2, 0.8]"
558,Balanced,2,0.36677066027861216,-44614.34863114252,"[0.2, 0.8]"
559,Balanced,2,0.34899012958697373,13229.302049139756,"[0.2, 0.8]"
560,Balanced,2,0.3378532978740256,-24222.22227240829,"[0.2, 0.8]"
561,Balanced,2,0.331654840395486,7984.990404971706,"[0.2, 0.8]"
562,Balanced,2,0.5298509885213455,-19104.44044340625,"[0.2, 0.8]"
563,Balanced,2,0.5650108419118369,44676.08788708027,"[0.2, 0.8]"
564,Balanced,2,0.5893516783297554,24185.6391782563,"[0.2, 0.8]"
565,Balanced,2,0.5991811003713184,-4882.468078913742,"[0.2, 0.8]"
566,Balanced,2,0.4341138882510791,-23412.19300809987,"[0.2, 0.8]"
567,Balanced,2,0.33970810513891947,44302.904775082454,"[0.2, 0.8]"
568,Balanced,2,0.48019289945393373,-1348.1294905100033,"[0.2, 0.8]"
569,Balanced,2,0.48376284875965836,14649.361300583128,"[0.2, 0.8]"
570,Balanced,2,0.4039383557038868,-1144.782143114119,"[0.2, 0.8]"
571,Balanced,2,0.5192832478946858,-21806.229538462136,"[0.2, 0.8]"
572,Balanced,2,0.6079292807594214,-80145.52526743311,"[0.2, 0.8]"
573,Balanced,2,0.5522287543681725,3402.4448813417403,"[0.2, 0.8]"
574,Balanced,2,0.49130606108317165,7498.326723768655,"[0.2, 0.8]"
575,Balanced,2,0.43135754246093083,-7756.078011709227,"[0.2, 0.8]"
576,Mixed High,0,0.400555835112937,-54548.24474954181,"[0.5, 1.0]"
577,Mixed High,0,0.5085797124762603,24259.02627904105,"[0.5, 1.0]"
578,Mixed High,0,0.5590681534869475,-53638.239234006316,"[0.5, 1.0]"
579,Mixed High,0,0.5792505160229489,49492.802599559756,"[0.5, 1.0]"
580,Mixed High,0,0.5901765261698697,-33870.49025855556,"[0.5, 1.0]"
581,Mixed High,0,0.4791979264805084,-35713.3029131401,"[0.5, 1.0]"
582,Mixed High,0,0.6722612287204459,50949.63787915255,"[0.5, 1.0]"
583,Mixed High,0,0.5984758427109558,-42171.86825423503,"[0.5, 1.0]"
584,Mixed High,0,0.38889367835928557,12055.956354472133,"[0.5, 1.0]"
585,Mixed High,0,0.3431577619854962,26816.17397747973,"[0.5, 1.0]"
586,Mixed High,0,0.5488097534514412,-13178.508761082041,"[0.5, 1.0]"
587,Mixed High,0,0.5502799672999679,-59850.651195506565,"[0.5, 1.0]"
588,Mixed High,0,0.5245444890441495,88113.4526452612,"[0.5, 1.0]"
589,Mixed High,0,0.3979173671451969,52580.56403077023,"[0.5, 1.0]"
590,Mixed High,0,0.4458934648563956,-144904.62357327578,"[0.5, 1.0]"
591,Mixed High,0,0.3501007226744248,6882.875817308799,"[0.5, 1.0]"
592,Mixed High,0,0.45130504757837253,-47848.685570120884,"[0.5, 1.0]"
593,Mixed High,0,0.3030986999267913,37603.30315830375,"[0.5, 1.0]"
594,Mixed High,0,0.5307157435335788,35894.39688705836,"[0.5, 1.0]"
595,Mixed High,0,0.5576440375513725,-17982.77339360967,"[0.5, 1.0]"
596,Mixed High,0,0.3390951679237051,59412.321071681654,"[0.5, 1.0]"
597,Mixed High,0,0.31758129401520974,65903.35123320251,"[0.5, 1.0]"
598,Mixed High,0,0.3151625413222916,19976.00776617696,"[0.5, 1.0]"
599,Mixed High,0,0.3546338438641564,-37326.9161063538,"[0.5, 1.0]"
600,Mixed High,0,0.35798418333716375,27286.46304002479,"[0.5, 1.0]"
601,Mixed High,0,0.27180809424350305,32152.697550449782,"[0.5, 1.0]"
602,Mixed High,0,0.49786581391516416,-37433.79342472032,"[0.5, 1.0]"
603,Mixed High,0,0.630795713672051,28280.974646286355,"[0.5, 1.0]"
604,Mixed High,0,0.5841546844574403,-17959.593474660825,"[0.5, 1.0]"
605,Mixed High,0,0.31834401140253343,41781.86497309281,"[0.5, 1.0]"
606,Mixed High,0,0.33943914349893856,18249.78394206341,"[0.5, 1.0]"
607,Mixed High,0,0.4233794637532938,-27200.23235781525,"[0.5, 1.0]"
608,Mixed High,0,0.4283981342551152,35043.87157687155,"[0.5, 1.0]"
609,Mixed High,0,0.2913361026479637,4545.748129743995,"[0.5, 1.0]"
610,Mixed High,0,0.4870745284502236,11669.640406376246,"[0.5, 1.0]"
611,Mixed High,0,0.5993592435565849,38322.40358059804,"[0.5, 1.0]"
612,Mixed High,0,0.567764264821199,-27955.234791307717,"[0.5, 1.0]"
613,Mixed High,0,0.44976374738138614,-146632.15994051885,"[0.5, 1.0]"
614,Mixed High,0,0.41458369711479326,-34249.82706213626,"[0.5, 1.0]"
615,Mixed High,0,0.4010925778500275,177.9100588898291,"[0.5, 1.0]"
616,Mixed High,0,0.39595868309163473,51460.30514022776,"[0.5, 1.0]"
617,Mixed High,0,0.4186115233647796,59707.196322291515,"[0.5, 1.0]"
618,Mixed High,0,0.48725707991115097,9651.18684239177,"[0.5, 1.0]"
619,Mixed High,0,0.4314249969973014,-28732.51627802223,"[0.5, 1.0]"
620,Mixed High,0,0.5520610515619921,-26788.558882437894,"[0.5, 1.0]"
621,Mixed High,0,0.5527497225958389,23969.56130507894,"[0.5, 1.0]"
622,Mixed High,0,0.5679106206737752,47946.02235045413,"[0.5, 1.0]"
623,Mixed High,0,0.4668042406200026,-11799.75818818537,"[0.5, 1.0]"
624,Mixed High,0,0.5422355060650536,15388.679984765375,"[0.5, 1.0]"
625,Mixed High,0,0.5505975447160925,18597.369183897907,"[0.5, 1.0]"
626,Mixed High,0,0.5407006986119702,-53364.602207600525,"[0.5, 1.0]"
627,Mixed High,0,0.4718506992331447,1846.862194950925,"[0.5, 1.0]"
628,Mixed High,0,0.5379820985919175,18414.534589793322,"[0.5, 1.0]"
629,Mixed High,0,0.5363308951279284,50859.763599007485,"[0.5, 1.0]"
630,Mixed High,0,0.5584770558018671,-6166.357464978879,"[0.5, 1.0]"
631,Mixed High,0,0.455476076936158,59870.602081885205,"[0.5, 1.0]"
632,Mixed High,0,0.38573806359811624,-1709.59217743326,"[0.5, 1.0]"
633,Mixed High,0,0.555907358396493,-86602.07957289992,"[0.5, 1.0]"
634,Mixed High,0,0.5004174940097843,-20826.176982504403,"[0.5, 1.0]"
635,Mixed High,0,0.4861207797256888,12633.767102086234,"[0.5, 1.0]"
636,Mixed High,0,0.5621239070551527,-18572.470612733385,"[0.5, 1.0]"
637,Mixed High,0,0.5415250196870883,30075.117117979615,"[0.5, 1.0]"
638,Mixed High,0,0.5033966962427705,-100689.06074514927,"[0.5, 1.0]"
639,Mixed High,0,0.44958034008733694,19844.122753858774,"[0.5, 1.0]"
640,Mixed High,1,0.20519435521234153,29624.978019772323,"[0.5, 1.0]"
641,Mixed High,1,0.23511971805631537,8529.61244244597,"[0.5, 1.0]"
642,Mixed High,1,0.38737593450417895,9718.140811580186,"[0.5, 1.0]"
643,Mixed High,1,0.45053835716949875,10606.533012740882,"[0.5, 1.0]"
644,Mixed High,1,0.3812694903782742,-37665.842660607705,"[0.5, 1.0]"
645,Mixed High,1,0.25069945106071345,-6179.539770681724,"[0.5, 1.0]"
646,Mixed High,1,0.1500947796948492,-9947.599841374053,"[0.5, 1.0]"
647,Mixed High,1,0.13064924377303444,46021.513114883564,"[0.5, 1.0]"
648,Mixed High,1,0.3370792711694537,53335.001237092125,"[0.5, 1.0]"
649,Mixed High,1,0.38902566246949943,-7661.117650955115,"[0.5, 1.0]"
650,Mixed High,1,0.4634756764363561,-13105.77208666247,"[0.5, 1.0]"
651,Mixed High,1,0.5631775044493357,24986.797791514902,"[0.5, 1.0]"
652,Mixed High,1,0.6043706290080406,-477.2269683682225,"[0.5, 1.0]"
653,Mixed High,1,0.27534751051147166,20099.4000912412,"[0.5, 1.0]"
654,Mixed High,1,0.21524290055556117,-13042.33752795968,"[0.5, 1.0]"
655,Mixed High,1,0.2623689496378724,-7618.882651845706,"[0.5, 1.0]"
656,Mixed High,1,0.32407939358809157,33858.72858422379,"[0.5, 1.0]"
657,Mixed High,1,0.3745429351873686,57770.54100930373,"[0.5, 1.0]"
658,Mixed High,1,0.5324982951287588,-89922.77219681491,"[0.5, 1.0]"
659,Mixed High,1,0.5211291543081034,60034.17158164975,"[0.5, 1.0]"
660,Mixed High,1,0.5627306199794094,-28533.79465461727,"[0.5, 1.0]"
661,Mixed High,1,0.5004214790135134,-36061.581231596974,"[0.5, 1.0]"
662,Mixed High,1,0.25355829533034324,5478.348743646255,"[0.5, 1.0]"
663,Mixed High,1,0.02824557151721596,7461.910742074702,"[0.5, 1.0]"
664,Mixed High,1,0.3284606948283294,-29005.31030456117,"[0.5, 1.0]"
665,Mixed High,1,0.45242459634536625,-48899.52148260054,"[0.5, 1.0]"
666,Mixed High,1,0.5203961672841153,20452.52884427017,"[0.5, 1.0]"
667,Mixed High,1,0.5204094894801773,-101433.85515924483,"[0.5, 1.0]"
668,Mixed High,1,0.5355137130626144,14876.502239623362,"[0.5, 1.0]"
669,Mixed High,1,0.5315388834434707,3070.1944333097053,"[0.5, 1.0]"
670,Mixed High,1,0.3566658057051967,-3546.903491313318,"[0.5, 1.0]"
671,Mixed High,1,0.14158549868132153,10557.303895009587,"[0.5, 1.0]"
672,Mixed High,1,0.38047072872811905,-65810.02487434754,"[0.5, 1.0]"
673,Mixed High,1,0.5577090260552402,-85647.12055112109,"[0.5, 1.0]"
674,Mixed High,1,0.5372703973718493,23753.38613103876,"[0.5, 1.0]"
675,Mixed High,1,0.5305044786075033,-14795.58830806094,"[0.5, 1.0]"
676,Mixed High,1,0.5386675768656706,17117.007262297717,"[0.5, 1.0]"
677,Mixed High,1,0.5636510948569503,9975.187860784528,"[0.5, 1.0]"
678,Mixed High,1,0.5212424664655967,-2993.496031301038,"[0.5, 1.0]"
