,step,avg_risk_aversion,std_risk_aversion,total_wealth,wealth_gini,max_wealth,min_wealth,ra_wealth_correlation,scenario,replication,ra_bounds
150,0,0.5081869928721674,0.2195670075002868,-1.0477378964424133e-09,0.710312651550097,200064.50274846455,-159012.93948667808,0.12230204543394951,Balanced,0,"[0.2, 0.8]"
151,1,0.48137337465959384,0.19145452468191074,4.831235855817795e-09,0.747456359773031,289779.6999112272,-215553.12959416266,-0.3268634175677475,Balanced,0,"[0.2, 0.8]"
152,2,0.4704179342639613,0.19346391491825293,1.234002411365509e-08,0.7310338586892711,267958.30385563005,-212230.88790239295,-0.19440240941997433,Balanced,0,"[0.2, 0.8]"
153,3,0.4646318190099285,0.18336875222431281,1.2689270079135895e-08,0.7041079360667493,250379.01000518477,-222052.23076050633,-0.19442340336536126,Balanced,0,"[0.2, 0.8]"
154,4,0.4716891489019262,0.1684148953001866,-3.3760443329811096e-09,0.7236064610674959,233495.94071092416,-174325.86835141855,-0.10082274816848827,Balanced,0,"[0.2, 0.8]"
155,5,0.4538036908104125,0.1701981839081733,4.656612873077393e-10,0.687639855947942,189150.6473261321,-145395.22532431752,-0.1999947799602764,Balanced,0,"[0.2, 0.8]"
156,6,0.4509532478283669,0.1702796968000144,5.587935447692871e-09,0.6746965655012849,212383.09305940178,-200789.8822246216,-0.2550987051059307,Balanced,0,"[0.2, 0.8]"
157,7,0.44436694239059216,0.1695284146721512,-2.2118911147117615e-09,0.7039270921158403,214071.1072225173,-190430.70632738475,-0.21322871354865278,Balanced,0,"[0.2, 0.8]"
158,8,0.43826956853548016,0.16492101914071283,-9.167706593871117e-10,0.6657544684652184,198786.1236317615,-184762.47809592175,-0.07245631699376703,Balanced,0,"[0.2, 0.8]"
159,9,0.44118282385047447,0.16577408118383216,8.789356797933578e-09,0.7007386256094692,173678.76579010062,-206997.03851334762,-0.18276014971458518,Balanced,0,"[0.2, 0.8]"
160,10,0.442327568926759,0.16583054406110567,2.240994945168495e-09,0.6553953518304139,135158.8180739123,-222126.88155976936,-0.08212024980470004,Balanced,0,"[0.2, 0.8]"
161,11,0.4521590462016755,0.15949850212169264,7.952621672302485e-09,0.6324528468862547,110369.76660261564,-210259.95834165014,-0.14445515272287815,Balanced,0,"[0.2, 0.8]"
162,12,0.44931082352403967,0.15714284765210818,-2.1973391994833946e-09,0.5922592004007778,89939.9563536125,-168156.89885697042,-0.08398520282746745,Balanced,0,"[0.2, 0.8]"
163,13,0.44593192931126197,0.15617763646609514,-6.315531209111214e-09,0.6129826511407777,94781.43759349007,-165465.87217955323,-0.20001008551620506,Balanced,0,"[0.2, 0.8]"
164,14,0.441829953989103,0.15297658097348565,-1.2660166248679161e-08,0.6176406126865526,74381.2379182685,-125216.11934252898,-0.16549125310397247,Balanced,0,"[0.2, 0.8]"
165,15,0.4509867344029145,0.16486524985440534,-2.6193447411060333e-10,0.6160708502651593,87421.93625968882,-190835.356351822,-0.23709505570546288,Balanced,0,"[0.2, 0.8]"
166,16,0.44835135068830057,0.15730869916696483,4.016328603029251e-09,0.5094691960855187,61714.148821070296,-162931.98448778538,-0.3238601958302741,Balanced,0,"[0.2, 0.8]"
167,17,0.44377460868998486,0.15416287960556826,-1.1990778148174286e-08,0.5583640971331973,70539.46371905167,-163837.90685744575,-0.2936552004976255,Balanced,0,"[0.2, 0.8]"
168,18,0.43979328875844803,0.14152477120160434,-1.7171259969472885e-08,0.6361788433290452,82089.43881826643,-134685.41574351664,-0.13786993753469515,Balanced,0,"[0.2, 0.8]"
169,19,0.4315344084783538,0.13374740427419385,-1.234002411365509e-08,0.6022325689641803,73490.79540050731,-120678.27702368464,-0.23309124360849784,Balanced,0,"[0.2, 0.8]"
170,20,0.4210801299177833,0.11573057982293823,-2.6775524020195007e-09,0.6015302206315722,64369.80260278876,-114232.0861707153,-0.1408232526026892,Balanced,0,"[0.2, 0.8]"
171,21,0.4229274195208404,0.11144099308502477,-3.987224772572517e-09,0.654569182272994,59270.239015630636,-89073.08336728573,-0.1174704401521603,Balanced,0,"[0.2, 0.8]"
172,22,0.41567591611688925,0.10359250903499027,-1.0040821507573128e-09,0.6377375607657318,75405.32797834997,-88184.3332223043,-0.23440370860921875,Balanced,0,"[0.2, 0.8]"
173,23,0.4156433752768097,0.10103647359374944,-4.132743924856186e-09,0.6520163472743412,55461.06568056726,-93861.96527173776,-0.2953583781110038,Balanced,0,"[0.2, 0.8]"
174,24,0.41566454215896864,0.1010046010608254,-1.3649696484208107e-08,0.6861927905233429,55624.70606951072,-83998.26569012663,-0.05782852713267868,Balanced,0,"[0.2, 0.8]"
175,0,0.5489338010479446,0.2017757658659706,-1.1757947504520416e-08,0.7113556244464618,239865.31615439625,-246507.52478159324,-0.0753066754161111,Balanced,1,"[0.2, 0.8]"
176,1,0.5281688827957616,0.1899481496818154,8.294591680169106e-09,0.7622129324413984,362969.32644159126,-230624.92596952463,-0.49474371093552894,Balanced,1,"[0.2, 0.8]"
177,2,0.5069837633599579,0.17558252843889485,1.8917489796876907e-09,0.7429212609343072,261509.57487193553,-218401.61381662104,-0.5237285276785496,Balanced,1,"[0.2, 0.8]"
178,3,0.4851322191145868,0.1670952299452394,1.0011717677116394e-08,0.6978269915346673,249173.85053632045,-295714.8400122693,-0.4716631013317577,Balanced,1,"[0.2, 0.8]"
179,4,0.4623406560022968,0.16172518964620913,5.384208634495735e-09,0.6470202207048013,187613.09315606835,-275230.13951362704,-0.4109573467774487,Balanced,1,"[0.2, 0.8]"
180,5,0.4601884350714576,0.15440168304868973,-3.4924596548080444e-09,0.6270532598369851,202190.37003125367,-263853.18960163277,-0.44703322370453835,Balanced,1,"[0.2, 0.8]"
181,6,0.46012498742161145,0.15816440829054043,1.3707904145121574e-08,0.6440341376532595,181296.58374137292,-290812.7318703071,-0.41366990244104535,Balanced,1,"[0.2, 0.8]"
182,7,0.45322880116802927,0.14707650276883905,3.2014213502407074e-10,0.6202688302655917,156653.20339968562,-267793.41559992376,-0.36210466755045945,Balanced,1,"[0.2, 0.8]"
183,8,0.45039439040046736,0.13771501810721884,-6.199115887284279e-09,0.6638145803710798,141857.13110837332,-137534.55601756915,-0.3426056163564657,Balanced,1,"[0.2, 0.8]"
184,9,0.4507377415691941,0.13558380224034716,9.546056389808655e-09,0.6537962525525116,94420.27834232943,-120541.20864968984,-0.34544330230542464,Balanced,1,"[0.2, 0.8]"
185,10,0.45603430068093365,0.13535199919049193,-1.3154931366443634e-08,0.6601904501899867,112838.0622995332,-144261.47179887514,-0.3469734195062157,Balanced,1,"[0.2, 0.8]"
186,11,0.45498532313549117,0.1376593677287088,-5.238689482212067e-10,0.6795473793930287,166778.72421804734,-149006.71735416018,-0.2838595948265237,Balanced,1,"[0.2, 0.8]"
187,12,0.4423995770117579,0.1334694046660846,-9.036739356815815e-09,0.611980387385721,111375.73277538185,-169458.02709166828,-0.2027902050172998,Balanced,1,"[0.2, 0.8]"
188,13,0.44059837741497787,0.12770587032986835,-3.041350282728672e-09,0.6282693757852942,149865.7934634784,-207640.4239560812,-0.1700317962905556,Balanced,1,"[0.2, 0.8]"
189,14,0.434624717764675,0.12422139092957893,5.187757778912783e-09,0.6611499123111311,86374.04696815007,-149475.0534259096,-0.15582288486464765,Balanced,1,"[0.2, 0.8]"
190,15,0.4326414881597297,0.11966224672766765,-9.327777661383152e-09,0.6107318161400457,133869.46446859094,-160528.41288698337,-0.1952302216024009,Balanced,1,"[0.2, 0.8]"
191,16,0.437728561587741,0.1156805860085763,-2.5756889954209328e-09,0.6685065260445948,81122.33346973194,-190750.7248819456,-0.06784507980599558,Balanced,1,"[0.2, 0.8]"
192,17,0.439088510964044,0.11771865945147436,-1.709850039333105e-08,0.6779421219680659,62665.54866044011,-178743.22275339923,0.0028147928319263134,Balanced,1,"[0.2, 0.8]"
193,18,0.4314645616566033,0.11469398899924019,-6.846676114946604e-09,0.6956903284216798,85686.67952256197,-142426.48652816046,-0.007606890656914847,Balanced,1,"[0.2, 0.8]"
194,19,0.4283953518567534,0.10490361343286231,2.6266206987202168e-09,0.6257522105166446,64131.09144841943,-80537.09443972728,-0.022077676783155455,Balanced,1,"[0.2, 0.8]"
195,20,0.43279358254794464,0.10527501354168511,7.261405698955059e-09,0.67217964657731,83111.30271560242,-103752.25025906794,-0.03334595450091521,Balanced,1,"[0.2, 0.8]"
196,21,0.42872283615649676,0.1073087184869288,1.2238160707056522e-08,0.6118295484015193,70023.0953423217,-105292.15186759243,0.039569413785409825,Balanced,1,"[0.2, 0.8]"
197,22,0.43346636080698075,0.10565022658962606,7.006747182458639e-09,0.6490131738894134,66698.19170751394,-83610.67699707323,-0.1442348554266643,Balanced,1,"[0.2, 0.8]"
198,23,0.4325594130744141,0.10248006321322357,-1.3387762010097504e-09,0.688455192755367,77259.34940142593,-76469.71340665259,-0.0155591530430089,Balanced,1,"[0.2, 0.8]"
199,24,0.42740314102865606,0.10330477577099127,7.770722731947899e-09,0.6863866216193082,57871.20462450381,-83757.61699077928,-0.036260197071439466,Balanced,1,"[0.2, 0.8]"
200,0,0.49202292539441544,0.211428919267329,-9.98261384665966e-09,0.6916996196142635,370779.52699186606,-200046.4119141211,-0.023272391560410593,Balanced,2,"[0.2, 0.8]"
201,1,0.48568617119594704,0.21099785156244746,4.94765117764473e-10,0.6917929603497177,265813.8525673551,-207698.42358928412,-0.3430055565709155,Balanced,2,"[0.2, 0.8]"
202,2,0.47776690562823854,0.20121776423387305,5.005858838558197e-09,0.6794389355597448,242862.25511793722,-240560.22385707815,-0.3063382236543132,Balanced,2,"[0.2, 0.8]"
203,3,0.47237250298426303,0.20584203436069992,4.94765117764473e-09,0.6889784370206455,232674.8108629662,-234592.69508731988,-0.38254833596558824,Balanced,2,"[0.2, 0.8]"
204,4,0.45524983224761617,0.19616963282823324,1.0186340659856796e-09,0.6558283199709183,213725.76656844834,-218209.16803612164,-0.2581667189645761,Balanced,2,"[0.2, 0.8]"
205,5,0.43839637280068533,0.1889545413175131,-1.3213139027357101e-08,0.6626341936026019,191973.718161163,-217910.72725065798,-0.20099819231595495,Balanced,2,"[0.2, 0.8]"
206,6,0.4371540224495367,0.18259727583379143,1.9208528101444244e-09,0.628114451505176,113545.63178983175,-213122.8260918911,-0.18663173645582248,Balanced,2,"[0.2, 0.8]"
207,7,0.4332667523482452,0.18697450642312424,-7.086782716214657e-09,0.6164274701589345,97674.8321781624,-180354.35015497703,-0.18782344938332815,Balanced,2,"[0.2, 0.8]"
208,8,0.43218953130841575,0.1720398822377258,-2.7939677238464355e-09,0.580303649801184,76647.90269135102,-194633.31496191234,-0.21434627367274064,Balanced,2,"[0.2, 0.8]"
209,9,0.42273420986406157,0.16912480672754046,1.8917489796876907e-09,0.6722511873188244,93772.63067447307,-166209.78395633644,-0.18401630871607016,Balanced,2,"[0.2, 0.8]"
210,10,0.42339784630386434,0.17139050016687146,-2.663000486791134e-09,0.6521285689631777,91881.62470534511,-156479.87699657376,-0.1881080557904914,Balanced,2,"[0.2, 0.8]"
211,11,0.4139149737624658,0.1590996063766523,1.5541445463895798e-08,0.634758841177941,69456.69835496796,-173062.47890207186,-0.2577513007901389,Balanced,2,"[0.2, 0.8]"
212,12,0.4060934093716822,0.15262544987574106,7.07223080098629e-09,0.6454266872847305,62560.27506739762,-123888.82485196157,-0.17128879210341494,Balanced,2,"[0.2, 0.8]"
213,13,0.3975625218561157,0.14785765843604418,-5.973561201244593e-09,0.6954382053337826,61736.540962572675,-126271.36445092259,-0.08709491712816185,Balanced,2,"[0.2, 0.8]"
214,14,0.3949170920548982,0.15034761456363538,-9.735231287777424e-09,0.6992237646651287,64466.90520182758,-148838.4284495678,0.05188745703732779,Balanced,2,"[0.2, 0.8]"
215,15,0.4058025015330562,0.14807486022755867,2.5029294192790985e-09,0.6539512584829301,60611.94620778628,-129031.07503136937,0.048635258849076005,Balanced,2,"[0.2, 0.8]"
216,16,0.40278727851447294,0.14615123416267972,5.908077582716942e-09,0.5922599259297558,52225.48107132062,-148698.32609328203,-0.0969171751287546,Balanced,2,"[0.2, 0.8]"
217,17,0.40390139194873476,0.1435634359712604,1.57160684466362e-09,0.6240742373559527,50734.468722424135,-140168.17148926557,-0.024062792102784312,Balanced,2,"[0.2, 0.8]"
218,18,0.4053949867062826,0.14472508422672486,-7.479684427380562e-09,0.6474210798525328,56510.49388100591,-78055.00196145903,-0.07013469926689542,Balanced,2,"[0.2, 0.8]"
219,19,0.4017394687836925,0.14310368340745,-7.043126970529556e-09,0.7014360918051108,95407.06548649818,-65538.1843962039,-0.11159651149628647,Balanced,2,"[0.2, 0.8]"
220,20,0.397727266748598,0.14287630277786456,-1.2241798685863614e-09,0.6396732452552059,51161.20426797142,-87032.74270484151,-0.1371204310617222,Balanced,2,"[0.2, 0.8]"
221,21,0.4014180572255553,0.13956495955786363,-1.2660166248679161e-09,0.6223961919095777,35234.6712488093,-73486.4254101251,-0.07307011281906647,Balanced,2,"[0.2, 0.8]"
222,22,0.40397222157507706,0.14098695947812553,-1.684384187683463e-09,0.6937914649188184,63242.082596243796,-82600.56974285781,-0.10160546402356795,Balanced,2,"[0.2, 0.8]"
223,23,0.4033815622763026,0.13181174842987473,-4.169123712927103e-09,0.6733687431041786,44975.86079515326,-55399.175371597026,-0.14288359287210603,Balanced,2,"[0.2, 0.8]"
224,24,0.4030413771072243,0.1330069079871566,1.4115357771515846e-09,0.6545882246602996,44676.08788708027,-80145.52526743311,-0.04857692462380066,Balanced,2,"[0.2, 0.8]"
225,0,0.6884201451722428,0.23467966087297285,-5.966285243630409e-09,0.7339251874871193,338473.47446361027,-212784.71827016876,-0.47662730550774146,Mixed High,0,"[0.5, 1.0]"
226,1,0.6402653966005949,0.23211988735343425,1.0972144082188606e-08,0.7791106817080926,598109.6722387292,-235429.28633823962,-0.4506205764545665,Mixed High,0,"[0.5, 1.0]"
227,2,0.6335384280778917,0.22990638950512784,-8.905772119760513e-09,0.7255294380315034,360902.0175537084,-277561.6768274065,-0.4862482389683218,Mixed High,0,"[0.5, 1.0]"
228,3,0.5991561654065989,0.22999518732658122,-1.8917489796876907e-09,0.7127944544354121,360260.093937195,-286712.812587063,-0.39125693461296746,Mixed High,0,"[0.5, 1.0]"
229,4,0.5855550276769441,0.21978954242743404,5.558831617236137e-09,0.691935833021539,387161.07283429144,-303043.57789644954,-0.4156859243220703,Mixed High,0,"[0.5, 1.0]"
230,5,0.5563842466144249,0.19827933618126103,1.1990778148174286e-08,0.7034779181088642,360038.9580940819,-243448.09912712566,-0.34390715423445906,Mixed High,0,"[0.5, 1.0]"
231,6,0.5452772945679303,0.1940935809530194,-6.693881005048752e-10,0.6732503566876955,297069.8214369827,-250360.74382723772,-0.29907624372099323,Mixed High,0,"[0.5, 1.0]"
232,7,0.5369923905528939,0.19048582967606806,-3.550667315721512e-09,0.6698876339552184,303034.03678802546,-292929.2726370407,-0.29927706510409513,Mixed High,0,"[0.5, 1.0]"
233,8,0.5244321422244922,0.18743829933820375,-5.3551048040390015e-09,0.7080251852654846,308799.463301426,-317086.6923228676,-0.256309011070475,Mixed High,0,"[0.5, 1.0]"
234,9,0.5118896327195974,0.18037398504065966,-3.259629011154175e-09,0.6992226653587081,330310.2652899762,-301008.59271009127,-0.25437120229918486,Mixed High,0,"[0.5, 1.0]"
235,10,0.510126875754685,0.1668628457711819,-9.89530235528946e-10,0.7491800126359709,273213.38376901427,-186061.04452921762,-0.2544275938273254,Mixed High,0,"[0.5, 1.0]"
236,11,0.5077795535701517,0.15824325097803715,2.4156179279088974e-09,0.7437860592062151,263690.2840589242,-208291.86044228548,-0.2945433450273962,Mixed High,0,"[0.5, 1.0]"
237,12,0.5029862163842916,0.14591792567060502,-5.820766091346741e-11,0.7358805727029503,278270.7868537745,-178695.6398741704,-0.3605808181552036,Mixed High,0,"[0.5, 1.0]"
238,13,0.49616879202805003,0.13581189567264823,1.3387762010097504e-08,0.7227057329252409,288277.8751676178,-187994.18316646232,-0.26616604201051663,Mixed High,0,"[0.5, 1.0]"
239,14,0.5006813650102951,0.12989446771537902,1.021544449031353e-08,0.7124688037621363,189131.37291279217,-174006.9455807356,-0.24874700451063908,Mixed High,0,"[0.5, 1.0]"
240,15,0.5039008408438355,0.12958219227747655,-6.082700565457344e-09,0.6840223543066617,199226.15939225245,-175205.1651810863,-0.26856976804964977,Mixed High,0,"[0.5, 1.0]"
241,16,0.5002132639687517,0.1326828361206442,-4.16184775531292e-09,0.6990114770648439,208260.48317480233,-210246.2290839101,-0.26902262997956344,Mixed High,0,"[0.5, 1.0]"
242,17,0.5006460576003533,0.1263536790755966,7.07223080098629e-09,0.6818326539165198,145349.3484574267,-226724.08100874512,-0.190917106779021,Mixed High,0,"[0.5, 1.0]"
243,18,0.49137308230100296,0.11888961116341432,-3.3032847568392754e-09,0.6954399507820277,196035.0017432662,-160345.79886394113,-0.28869852598924794,Mixed High,0,"[0.5, 1.0]"
244,19,0.48881377164960627,0.11416586816616398,-1.3329554349184036e-08,0.6484774099600172,112433.31913301052,-148414.75155132404,-0.2419224801788088,Mixed High,0,"[0.5, 1.0]"
245,20,0.47950684100026875,0.10492066322013727,-5.6461431086063385e-09,0.662171370888319,85424.64681757388,-156345.7732049001,-0.2269448646480297,Mixed High,0,"[0.5, 1.0]"
246,21,0.4815799967793897,0.10343586585499827,1.1641532182693481e-10,0.6699995994972259,109645.00303890754,-130016.21644826286,-0.20747914234402204,Mixed High,0,"[0.5, 1.0]"
247,22,0.4769209142526786,0.09649756580804425,-1.2980308383703232e-08,0.6632895907523619,86949.19484474754,-154633.064621319,-0.31162229217142007,Mixed High,0,"[0.5, 1.0]"
248,23,0.46982296854775385,0.09356224128324184,-1.2514647096395493e-09,0.6287825954277004,87446.22409174603,-158298.991196553,-0.17800677600656734,Mixed High,0,"[0.5, 1.0]"
249,24,0.47219970123083016,0.09539603468223239,2.546585164964199e-09,0.6270784174749826,88113.4526452612,-146632.15994051885,-0.1497940062096818,Mixed High,0,"[0.5, 1.0]"
250,0,0.6642216460840349,0.22248453941576302,-5.3551048040390015e-09,0.7540607485710007,546921.0795193829,-252629.85927081422,-0.5204603566334909,Mixed High,1,"[0.5, 1.0]"
251,1,0.6268321787710964,0.21088158042005337,-2.4883775040507317e-09,0.7258541778353569,501011.34938140475,-247631.9778455329,-0.5667330498822214,Mixed High,1,"[0.5, 1.0]"
252,2,0.6050009216459626,0.2068407597996487,-1.391163095831871e-08,0.7214654691634006,404068.91903522034,-320874.59052909416,-0.5027243847414934,Mixed High,1,"[0.5, 1.0]"
253,3,0.591305928370393,0.20362622010117293,-2.473825588822365e-09,0.6941252635399426,397001.7774614862,-294573.1520359996,-0.5031430822334133,Mixed High,1,"[0.5, 1.0]"
254,4,0.5654296469904112,0.19651278716505524,-9.080395102500916e-09,0.6807883044216485,394483.7067585752,-247172.43415712463,-0.47393572713994947,Mixed High,1,"[0.5, 1.0]"
255,5,0.5349973726359623,0.1880430166257743,-1.7869751900434494e-08,0.6227610402821397,258307.1065150385,-254285.83914456776,-0.43850217032398076,Mixed High,1,"[0.5, 1.0]"
256,6,0.5185753678779379,0.17737904475407787,6.068148650228977e-09,0.6293977501438948,255046.1288511272,-275280.06839519634,-0.3940090059954254,Mixed High,1,"[0.5, 1.0]"
257,7,0.5043173880226891,0.1700300081493192,-6.810296326875687e-09,0.6647519441442291,219624.66206260328,-279822.21678483044,-0.3926541138078293,Mixed High,1,"[0.5, 1.0]"
258,8,0.5009251909457116,0.16790863654803792,-5.966285243630409e-09,0.6269318956706376,157513.94303469604,-276513.7202950186,-0.3313131514806839,Mixed High,1,"[0.5, 1.0]"
259,9,0.4964121406008615,0.16990184203952172,-1.4668330550193787e-08,0.6472181211466101,156112.53065258474,-274253.69663059834,-0.3643304402170272,Mixed High,1,"[0.5, 1.0]"
260,10,0.48705463940826627,0.16220571494532385,-1.1670636013150215e-08,0.6593956916502117,153619.99232409577,-273545.19183041673,-0.3022180510773128,Mixed High,1,"[0.5, 1.0]"
261,11,0.48311717567736434,0.15857159816250463,-9.284121915698051e-09,0.6616164906788973,162599.35573259604,-241633.9102337989,-0.28073230622079404,Mixed High,1,"[0.5, 1.0]"
262,12,0.48109670029177265,0.1614390957455796,-6.170012056827545e-09,0.6457356800336758,166914.0041189444,-277344.5325151102,-0.2682089150181774,Mixed High,1,"[0.5, 1.0]"
263,13,0.4756560474249074,0.16104042665219667,-1.3184035196900368e-08,0.653074640410237,124875.78662960924,-281333.3752528448,-0.2836492776525506,Mixed High,1,"[0.5, 1.0]"
264,14,0.46906361763942644,0.15873929422272146,-1.280568540096283e-08,0.6539506211473365,110767.52782953938,-268269.89885792404,-0.1967550958840003,Mixed High,1,"[0.5, 1.0]"
265,15,0.45119891147705704,0.14723116165891686,-2.6833731681108475e-08,0.6405267337637255,108145.62721026666,-242084.14512344057,-0.1114758791142117,Mixed High,1,"[0.5, 1.0]"
266,16,0.4468404867583036,0.1399147582436151,-9.255018085241318e-09,0.6111632111612746,85404.86282316712,-141834.13102724266,-0.10120786838570603,Mixed High,1,"[0.5, 1.0]"
267,17,0.4444681001200397,0.1403674068477473,1.6007106751203537e-10,0.610505164179834,82910.42207914023,-148493.39855956356,-0.03476770257637257,Mixed High,1,"[0.5, 1.0]"
268,18,0.44529500704365865,0.1412058824404621,-1.3140379451215267e-08,0.6662094437626067,68891.00027737586,-138632.65785156496,-0.10379664674907967,Mixed High,1,"[0.5, 1.0]"
269,19,0.4354060962114271,0.1417801546756196,-1.4813849702477455e-08,0.640360140702501,72590.1981079626,-176250.07306021504,-0.11521520660351005,Mixed High,1,"[0.5, 1.0]"
270,20,0.4272122864515059,0.14353792821795514,-3.1170202419161797e-08,0.6484286778604456,72618.8834207688,-155236.31877171164,-0.12851849233855697,Mixed High,1,"[0.5, 1.0]"
271,21,0.4229899526350879,0.1488690552794576,-2.2439053282141685e-08,0.6522116264188544,65777.45192902596,-150340.64079058336,-0.14298531922492888,Mixed High,1,"[0.5, 1.0]"
272,22,0.41816737439560314,0.14867469453383067,-5.617039278149605e-09,0.6268516054510314,66632.3346077175,-134248.27989275526,-0.06918335555107677,Mixed High,1,"[0.5, 1.0]"
273,23,0.41291684543422646,0.14832936170754513,-2.240994945168495e-09,0.6936668726700939,89539.95911554412,-106238.06406481576,-0.1981809658760822,Mixed High,1,"[0.5, 1.0]"
274,24,0.40937433271956714,0.14855789302796676,3.1359377317130566e-09,0.6966323593853407,74859.93424721027,-101433.85515924483,-0.13062456908006503,Mixed High,1,"[0.5, 1.0]"
275,0,0.6142520681553346,0.27125945598054446,1.4551915228366852e-09,0.7725424607962059,425217.4752045395,-194541.2913835105,-0.45434249135737176,Mixed High,2,"[0.5, 1.0]"
276,1,0.5744779338602333,0.2701261808267764,-2.3865140974521637e-09,0.7419302555611611,460342.61155524093,-211247.2695534525,-0.5780300711296597,Mixed High,2,"[0.5, 1.0]"
277,2,0.5345265800062721,0.26903609470562934,-2.1245796233415604e-09,0.7102762256017798,353286.8009912077,-197325.32767887635,-0.5400772272080648,Mixed High,2,"[0.5, 1.0]"
278,3,0.5028539176525976,0.2642314484531365,-8.061761036515236e-09,0.6459459052751471,283678.9089851575,-262889.82924953353,-0.43974316767699534,Mixed High,2,"[0.5, 1.0]"
279,4,0.47325873418020215,0.24716038731258308,2.3283064365386963e-10,0.6369075904343173,245017.63978366216,-205754.34082554802,-0.4439319394086977,Mixed High,2,"[0.5, 1.0]"
280,5,0.45335223454122053,0.24046018433024935,2.9103830456733704e-09,0.6200230744736777,195866.27056084166,-191881.4489515675,-0.4281143360671988,Mixed High,2,"[0.5, 1.0]"
281,6,0.44607178284269,0.22714093117829418,-5.820766091346741e-11,0.6299000163359547,182663.01580384286,-181298.9350148658,-0.4140953849628315,Mixed High,2,"[0.5, 1.0]"
282,7,0.4340621626423095,0.21304321685396968,-1.1408701539039612e-08,0.629414908430425,183417.30737100204,-185692.03496998127,-0.39033469732186865,Mixed High,2,"[0.5, 1.0]"
283,8,0.41856728288001777,0.20137638662720894,-1.7462298274040222e-10,0.6252884553505116,174305.18662070626,-213441.900979126,-0.308409715688405,Mixed High,2,"[0.5, 1.0]"
284,9,0.4099293081269777,0.19303055954659018,8.119968697428703e-09,0.5887436821925618,144285.20709425776,-181519.38448011217,-0.30689657075389837,Mixed High,2,"[0.5, 1.0]"
285,10,0.39874109498896426,0.19536645605560624,1.2689270079135895e-08,0.6383602175383962,154256.63262935777,-166472.7497684062,-0.24996400865116755,Mixed High,2,"[0.5, 1.0]"
286,11,0.38979488914765315,0.18785412198560356,-6.8248482421040535e-09,0.6287478704679399,111133.43187956174,-163582.48029105252,-0.1147002295514935,Mixed High,2,"[0.5, 1.0]"
287,12,0.38806536313813444,0.1921026964365001,-5.617039278149605e-09,0.6635588380069877,116187.79790173825,-182565.81231902682,-0.19108711687847835,Mixed High,2,"[0.5, 1.0]"
288,13,0.37637222915098145,0.1817345643253332,-6.5338099375367165e-09,0.6142345928762492,101761.3709897499,-193012.55445568834,-0.2980410164623624,Mixed High,2,"[0.5, 1.0]"
289,14,0.37489813448466414,0.17999060552159077,-1.7345882952213287e-08,0.6157545371001525,71302.36807814508,-134532.7743960549,-0.20448970830695473,Mixed High,2,"[0.5, 1.0]"
290,15,0.37473514496090476,0.18332587609284956,-6.111804395914078e-09,0.6460063519017218,105110.59260889841,-186155.77388967408,-0.2574240368746684,Mixed High,2,"[0.5, 1.0]"
291,16,0.36818227891460104,0.18265095666423053,-2.066371962428093e-09,0.6647403799493576,99436.41977817523,-187211.99791241373,-0.30542635401584106,Mixed High,2,"[0.5, 1.0]"
292,17,0.35375747606207486,0.1725861628678739,-1.3344106264412403e-08,0.6739543211193084,97037.93077847046,-159924.68104058137,-0.274350376351391,Mixed High,2,"[0.5, 1.0]"
293,18,0.3614843643925263,0.16104420648551163,1.4406396076083183e-09,0.664742578929848,99481.65322387527,-137860.49642672116,-0.041842717291195736,Mixed High,2,"[0.5, 1.0]"
294,19,0.3705059981287433,0.16768567688673588,-4.6566128730773926e-09,0.6545335511965411,82655.39905796245,-159732.47616774886,-0.06756370734062726,Mixed High,2,"[0.5, 1.0]"
295,20,0.3668253999068771,0.15417531428882192,-3.841705620288849e-09,0.6373352039159663,65063.66736629121,-131303.60361182818,0.06152190818247587,Mixed High,2,"[0.5, 1.0]"
296,21,0.3746603069131772,0.14551001544426928,1.1626980267465115e-08,0.6574761540087442,68890.1650486748,-111637.8554950114,0.019043691187816437,Mixed High,2,"[0.5, 1.0]"
297,22,0.3730078705757624,0.13864522430845644,3.2414391171187162e-09,0.6586232847184426,50157.08679549177,-77893.76744453149,0.1116233393388169,Mixed High,2,"[0.5, 1.0]"
298,23,0.3705607223405904,0.13558652227241616,-4.816683940589428e-09,0.7118026333362522,53092.70860448295,-76236.48286699274,0.1849508589150112,Mixed High,2,"[0.5, 1.0]"
299,24,0.373473265595365,0.13351616640713923,-5.8353180065751076e-09,0.7324513016934788,77030.76230330022,-67102.94808243717,0.052607664637316684,Mixed High,2,"[0.5, 1.0]"
300,0,0.713272941580183,0.2283023109022552,1.6880221664905548e-09,0.7734303008734187,491374.56196843216,-233236.6763281459,-0.69156553631166,Risk Averse,0,"[0.7, 1.0]"
301,1,0.6774510248257609,0.22516053879328418,-4.598405212163925e-09,0.7568369159598316,584949.3796572599,-230856.20639077632,-0.6992164396352645,Risk Averse,0,"[0.7, 1.0]"
302,2,0.6400267727339063,0.21120884462393794,-5.3551048040390015e-09,0.7700512693258541,632663.1151135775,-224699.3888569862,-0.6299761220620229,Risk Averse,0,"[0.7, 1.0]"
303,3,0.6071387531271358,0.21294959548932987,-2.3283064365386963e-09,0.7610639691041485,612282.8677083108,-265012.33365595696,-0.5902503091394048,Risk Averse,0,"[0.7, 1.0]"
